ChEBI_ID,Name,Definition,Stars,Category
CHEBI:58053,IMP(2-),A nucleoside 5'-monophosphate(2−) that results from the removal of two protons from the phosphate group of IMP; major species at pH 7.3.,,Metabolite
CHEBI:58066,L-glutamic 5-semialdehyde zwitterion,Zwitterionic form of homocysteine arising from transfer of a proton from the carboxy to the amino group; major species at pH 7.3.,,Ion
CHEBI:58069,CDP(3-),A nucleoside 5'-diphosphate(3−) arising from deprotonation of the three triphosphate OH groups of cytidine 5'-diphosphate (CDP); major species at pH 7.3.,,Metabolite
CHEBI:58088,1-phosphatidyl-1D-myo-inositol 3-phosphate(3-),The trianion of a 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol 3-phosphate; major species at pH 7.3.,,Metabolite
CHEBI:58095,L-phenylalanine zwitterion,An amino acid zwitterion arising from transfer of a proton from the carboxy to the amino group of <small>L</small>-phenylalanine; major species at pH 7.3.,,Ion
CHEBI:58115,guanosine 5'-monophosphate(2-),A nucleoside 5'-monophosphate(2−) that results from the removal of two protons from the phosphate group of GMP.,,Metabolite
CHEBI:58125,3-hydroxy-L-kynurenine zwitterion,Zwitterionic form of 3-hydroxy-<small>L</small>-kynurenine arising from transfer of a proton from the carboxy to the amino group; major species at pH 7.3,,Ion
CHEBI:58161,L-cystathionine dizwitterion,Dizwitterionic form of <small>L</small>-cystathionine arising from transfer of two protons from the carboxy to the amino groups; major species at pH 7.3.,,Ion
CHEBI:58165,"3',5'-cyclic AMP(1-)","An organophosphate oxoanion that is the conjugate base of 3',5'-cyclic AMP arising from deprotonation of the free phosphate OH group; major species at pH 7.3.",,Metabolite
CHEBI:58168,1-O-acyl-sn-glycero-3-phosphocholine,The ammonium betaine of a 1-<em>O</em>-acyl-<em>sn</em>-glycero-3-phosphocholine arising from deprotonation of the phosphate OH; major species at pH 7.3.,,Metabolite
CHEBI:58178,1-phosphatidyl-1D-myo-inositol 4-phosphate(3-),An organophosphate oxoanion arising from deprotonation of the phosphate OH groups of 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol-4-phosphate; major species at pH 7.3.,,Metabolite
CHEBI:58189,GDP(3-),A nucleoside 5'-diphosphate(3−) obtained by deprotonation of the three diphosphate OH groups of guanosine 5'-diphosphate (GMP); major species at pH 7.3.,,Metabolite
CHEBI:58190,O-phosphonatoethanaminium(1-),An organophosphate oxoanion that is the conjugate base of <em>O</em>-phosphoethanolamine arising from deprotonation of the phosphate OH groups and protonation of the amino group; major species at pH 7.3.,,Metabolite
CHEBI:58199,L-homocysteine zwitterion,An amino acid zwitterion arising from transfer of a proton from the carboxy to the amino group of <small>L</small>-homocysteine; major species at pH 7.3.,,Ion
CHEBI:58210,FMN(3-),The trianion arising from deprotonation of the diphosphate hydroxy groups and the imide nitrogen of flavin mononucleotide (FMN). Major species at pH 7.3.,,Metabolite
CHEBI:58223,UDP(3-),A nucleoside 5'-diphosphate(3−) arising from deprotonation of the diphosphate OH groups of uridine 5'-diphosphate (UDP); major species at pH 7.3.,,Metabolite
CHEBI:58225,alpha-D-glucose 6-phosphate(2-),A <small>D</small>-glucopyranose 6-phosphate(2−) obtaned by deprotonation of the phosphate OH groups of α-<small>D</small>-glucose 6-phosphate; major species at pH 7.3.,,Metabolite
CHEBI:58245,2'-deoxyadenosine 5'-monophosphate(2-),A 2'-deoxyribonucleoside 5'-monophosphate(2−) obtained by deprotonation of the phosphate OH groups of 2'-deoxyadenosine 5'-monophosphate (dAMP).,,Metabolite
CHEBI:58247,beta-D-glucose 6-phosphate(2-),A doubly-charged organophosphate oxoanion arising from deprotonation of the phosphate OH groups of β-<small>D</small>-glucose 6-phosphate; major species at pH 7.3.,,Metabolite
CHEBI:58248,"2,3-bisphosphonato-D-glycerate(5-)","An organophosphate oxoanion arising from deprotonation of the phospho and carboxy groups of 2,3-bisphospho-<small>D</small>-glyceric acid; major species at pH 7.3.",,Metabolite
CHEBI:58263,N-acetylputrescinium,An ammonium ion that is the conjugate acid of <em>N</em>-acetylputrescine; major species at pH 7.3.,,Metabolite
CHEBI:58272,3-phosphonato-D-glycerate(3-),An organophosphate oxoanion arising from deprotonation of the carboxy and phosphate OH groups of 3-phospho-<small>D</small>-glyceric acid; major species at pH 7.3.,,Metabolite
CHEBI:58289,2-phosphonato-D-glycerate(3-),An organophosphate oxoanion arising from deprotonation of the phosphate OH and carboxy groups of 2-phospho-<small>D</small>-glyceric acid; major species at pH 7.3.,,Metabolite
CHEBI:58297,glutathione disulfide(2-),A doubly-charged peptide anion arising from deprotonation of the four carboxy groups and protonation of the two amino groups of glutathione disulfide; major species at pH 7.3.,,Ion
CHEBI:58299,3-dehydrosphinganinium(1+),A cationic sphingoid that is the conjugate acid of 3-dehydrosphinganine; major species at pH 7.3.,,Metabolite
CHEBI:58301,taurolithocholic acid sulfate(2-),A steroid sulfate oxoanion arising from deprotonation of both sulfo groups of taurolithocholic acid sulfate; major species at pH 7.3.,,Metabolite
CHEBI:58307,FADH2(2-),The organophosphate oxoanion obtained by deprotonation of the diphosphate hydroxy groups of the reduced form of flavin adenine dinucleotide (FADH<small><sub>2</sub></small>).,,Cofactor
CHEBI:58315,L-tyrosine zwitterion,An amino acid zwitterion arising from transfer of a proton from the carboxy to the amino group of <small>L</small>-tyrosine; major species at pH 7.3.,,Ion
CHEBI:58339,3'-phosphonato-5'-adenylyl sulfate(4-),A quadruply-charged organophosphate oxoanion arising from deprotonation of the phosphate and sufate groups of 3'-phosphonato-5'-adenylyl sulfate; major species at pH 7.3.,,Metabolite
CHEBI:58342,acyl-CoA(4-),An acyl-CoA oxoanion arising from deprotonation of the phosphate and diphosphate OH groups of any acyl-CoA; major species at pH 7.3.,,Metabolite
CHEBI:58343,"adenosine 3',5'-bismonophosphate(4-)","An organophosphate oxoanion arising from deprotonation of the phosphate OH groups of adenosine 3',5'-bismonophosphate; major species at pH 7.3.",,Metabolite
CHEBI:58349,NADP(3-),An organophosphate oxoanion arising from deprotonation of the phosphate and diphosphate OH groups of NADP<small><sup>+</small></sup>; major species at pH 7.3.,,Cofactor
CHEBI:58359,L-glutamine zwitterion,An amino acid zwitterion arising from transfer of a proton from the carboxy to the amino group of <small>L</small>-glutamine; major species at pH 7.3.,,Ion
CHEBI:58369,dTDP(3-),An organophosphate oxoanion arising from deprotonation of the diphosphate OH groups of thymidine 5'-diphosphate; major species at pH 7.3.,,Metabolite
CHEBI:58388,heparan sulfate alpha-D-glucosaminide polyanion,A carbohydrate acid derivative anion arising from deprotonation of the carboxylic acid and sulfate groups of the repeating units and protonation of the free amino group on the glucosamine of heparan sulfate α-<small>D</small>-glucosaminide; major species at pH 7.3.,,Ion
CHEBI:58392,"alpha-D-glucose 1,6-bisphosphate(4-)","A quadruply-charged organophosphate oxoanion arising from deprotonation of the phosphate OH groups of α-<small>D</small>-glucose 1,6-bisphosphate; major species at pH 7.3.",,Metabolite
CHEBI:58401,1D-myo-inositol 3-phosphate(2-),The dianion of 1<small>D</small>-<i>myo</i>-inositol 3-phosphate.,,Metabolite
CHEBI:58409,alpha-D-mannose 1-phosphate(2-),An organophosphate oxoanion that is the dianion of α-<small>D</small>-mannose 1-phosphate.,,Metabolite
CHEBI:58414,"1D-myo-inositol 1,3,4-trisphosphate(6-)","The hexaanion of 1<small>D</small>-<i>myo</i>-inositol 1,3,4-trisphosphate.",,Metabolite
CHEBI:58422,chondroitin 4'-sulfate anion,The organosulfate oxoanion that is the conjugate base of chondroitin 4'-sulfate.,,Ion
CHEBI:58433,1D-myo-inositol 1-phosphate(2-),An organophosphate oxoanion that is the dianion of 1<small>D</small>-<i>myo</i>-inositol 1-phosphate.,,Metabolite
CHEBI:58437,deamido-NAD(2-),Dianion of deamido-NAD<small><sup>+</small></sup> arising from deprotonation of phosphate and carboxylic acid functions.,,Cofactor
CHEBI:58441,L-2-aminopentanoic acid zwitterion,An <small>L</small>-α-amino acid zwitterion obtained from <small>L</small>-2-aminopentanoic acid by transfer of a proton from the carboxy group to the amino group. It is the major species at pH 7.3.,,Ion
CHEBI:58448,L-thyroxine zwitterion,Zwitterionic form of <small>L</small>-thyroxine.,,Ion
CHEBI:58454,kynurenate,A quinolinemonocarboxylate that is the conjugate base of kynurenic acid,,Metabolite
CHEBI:58455,L-2-aminohexanoic acid zwitterion,An <small>L</small>-α-amino acid zwitterion obtained from <small>L</small>-2-aminohexanoic acid by transfer of a proton from the carboxy group to the amino group. It is the major species at pH 7.3.,,Ion
CHEBI:58456,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate(5-)","The pentaanion of a 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol 4,5-bisphosphate.",,Metabolite
CHEBI:58464,"nucleoside 3',5'-cyclic phosphate anion","The conjugate base of a nucleoside 3',5'-cyclic phosphate.",,Ion
CHEBI:58506,Ile(5)-angiotensin II dizwitterion,An amino acid zwitterion that is the dizwitterionic form of Ile<small><sup>5</small></sup>-angiotensin II having both carboxy groups deprotonated and the aspartyl amino group and arginine side-chain protonated.,,Ion
CHEBI:58535,N(8)-acetylspermidinium(2+),The dication of <em>N</em><small><sup>8</small></sup>-acetylspermidine.,,Metabolite
CHEBI:58539,L-dehydroascorbate,"An organic anion and the conjugate base of <small>L</small>-dehydroascorbic acid, arising from deprotonation of the acidic C2-position.",,Metabolite
CHEBI:58562,"all-cis-5,8,11,14,17-icosapentaenoate","An icosapentaenoate that is the conjugate base of <i>all</i>-<i>cis</i>-5,8,11,14,17-icosapentaenoic acid, arising from deprotonation of the carboxylic acid group.",,Metabolite
CHEBI:58593,dCDP(3-),A 2'-deoxyribonucleoside 5'-diphosphate obtained by deprotonation of the diphosphate OH groups of 2'-deoxycytidine 5'-diphosphate (dCDP).,,Metabolite
CHEBI:58595,dGDP(3-),A 2'-deoxyribonucleoside 5'-diphosphate obtained by deprotonation of the diphosphate OH groups of dGDP.,,Metabolite
CHEBI:58601,alpha-D-glucose 1-phosphate(2-),"An organophosphate oxoanion that is the dianion of α-<small>D</small>-glucose 1-phosphate, obtained by deprotonation of the phosphate OH groups.",,Metabolite
CHEBI:58608,"1,2-diacyl-sn-glycerol 3-phosphate(2-)","The conjugate base of a 1,2-diacyl-<em>sn</em>-glycerol 3-phosphate compound.",,Metabolite
CHEBI:58672,L-2-aminoadipate(1-),Conjugate base of <small>L</small>-2-aminoadipic acid.,,Metabolite
CHEBI:58680,O-phosphonatooxy-D-serine(2-),An <em>O</em>-phosphonatooxyserine(2−) that is the dianion of <em>O</em>-phospho-<small>D</small>-serine.,,Metabolite
CHEBI:58702,phosphonatoenolpyruvate,An organophosphate oxoanion obtained by deprotonation of the carboxy and phosphate groups of phospho<em>enol</em>pyruvic acid.,,Metabolite
CHEBI:58717,S-substituted L-cysteine zwitterion,The zwitterionic form of an <em>S</em>-substituted <small>L</small>-cysteine.,,Ion
CHEBI:58734,"(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate","Conjugate base of (25<i>R</i>)-3α,7α,12α-trihydroxy-5β-cholestan-26-oic acid.",,Metabolite
CHEBI:58735,D-mannopyranose 6-phosphate(2-),A <small>D</small>-hexopyranose 6-phosphate(2−) that is the dianion of <small>D</small>-mannopyranose 6-phosphate arising from deprotonation of the phosphate function.,,Metabolite
CHEBI:58759,6-phosphonatooxy-D-gluconate,An organophosphate oxoanion that is a trianion arising from deprotonation of phosphate and carboxylic acid functions of 6-phospho-<small>D</small>-gluconic acid.,,Metabolite
CHEBI:58796,"(9S,10S)-10-hydroxy-9-(phosphonatooxy)octadecanoate","Trianion of (9<i>S</i>,10<i>S</i>)-10-hydroxy-9-(phosphonooxy)octadecanoic acid arising from deprotonation of carboxylic acid and phosphate functions.",,Metabolite
CHEBI:58797,"(S,S)-9,10-dihydroxyoctadecanoate","A hydroxy fatty acid anion that is the conjugate base of (<i>S</i>,<i>S</i>)-9,10-dihydroxyoctadecanoic acid.",,Metabolite
CHEBI:58855,secondary aliphatic ammonium ion,A secondary aliphatic amine protonated on nitrogen.,,Ion
CHEBI:58937,thiamine(1+) diphosphate(3-),Dianion of thiamine(1+) diphosphate arising from deprotonation of the three OH groups of the diphosphate.,,Metabolite
CHEBI:58938,thiamine(1+) triphosphate(4-),Trianion of thiamine(1+) diphosphate arising from deprotonation of the four OH groups of the triphosphate.,,Metabolite
CHEBI:59002,N-arachidonoylglycinate,Conjugate base of <em>N</em>-arachidonoylglycine.,,Metabolite
CHEBI:59338,methylammonium,The conjugate acid of methylamine; major species at pH 7.3.,,Metabolite
CHEBI:59720,HPETE anion,An anion arising from deprotonation of the carboxylic acid function of any mono-hydroperoxy (e)icosatetraenoic acid (HPETE),,Ion
CHEBI:597326,pyridoxal 5'-phosphate(2-),The dianion resulting from the removal of two protons from the phosphate group of pyridoxal 5'-phosphate.,,Metabolite
CHEBI:59776,D-glyceraldehyde 3-phosphate(2-),Dianion of <small>D</small>-glyceraldehyde 3-phosphate arising from deprotonation of both OH groups of the phosphate.,,Metabolite
CHEBI:59789,S-adenosyl-L-methionine zwitterion,A zwitterionic tautomer of <em>S</em>-adenosyl-<small>L</small>-methionine arising from shift of the proton from the carboxy group to the amino group.,,Ion
CHEBI:59869,L-alpha-amino acid zwitterion,Zwitterionic form of an <small>L</small>-α-amino acid having an anionic carboxy group and a protonated amino group.,,Ion
CHEBI:59874,N-acyl-L-alpha-amino acid anion,A carboxylic acid anion that is the conjugate base of an <em>N</em>-acyl-<small>L</small>-α-amino acid arising from deprotonation of the C-1 carboxy group.,,Ion
CHEBI:59888,gamma-aminobutyric acid zwitterion,Zwitterionic form of γ-aminobutyric acid having an anionic carboxy group and a protonated amino group.,,Ion
CHEBI:59905,dopaminium(1+),An ammonium ion that is the conjugate acid of dopamine; major species at pH 7.3.,,Metabolite
CHEBI:59996,"1,2-diacyl-sn-glycerol 3-diphosphate(3-)","Trianion of 1,2-diacyl-<em>sn</em>-glycerol 3-diphosphate arising from deprotonation of the diphosphate OH groups.",,Metabolite
CHEBI:60000,1-acyl-2-linoleoyl-sn-glycero-3-phosphocholine betaine,The conjugate base of a 1-acyl-2-linoleoyl-<em>sn</em>-glycero-3-phosphocholine compound formed by deprotonation of the phosphate OH group.,,Metabolite
CHEBI:60007,sulfoglycolithocholate(2-),A steroid sulfate oxoanion and <em>N</em>-acylglycinate that is the dianion of sulfoglycolithocholic acid arising from deprotonation of carboxylic acid and sulfate functions; major species at pH 7.3.,,Metabolite
CHEBI:60008,glycolithocholate,A <em>N</em>-acylglycinate that is the conjugate base of glycolithocholic acid; major species at pH 7.3.,,Metabolite
CHEBI:60039,L-proline zwitterion,The zwitterion formed from <small>L</small>-proline by proton transfer from the carboxy group to the ring nitrogen. It is the predominant species at physiological pH.,,Ion
CHEBI:60050,estrone 3-sulfate(1-),The conjugate base of estrone 3-sulfate; major species at pH 7.3.,,Metabolite
CHEBI:60065,alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acylsphingosine(1-),A carbohydrate acid derivative anion that is the conjugate base of α-<em>N</em>-acetylneuraminosyl-(2→3)-β-<small>D</small>-galactosyl-(1→4)-β-<small>D</small>-glucosylceramide arising from deprotonation of the neuraminosyl carboxy group; major species at pH 7.3.,,Metabolite
CHEBI:60119,sphingosine 1-phosphate(1-),The conjugate base of sphingosine 1-phosphate having an anionic phosphate group and a protonated amino group; major species at pH 7.3.,,Metabolite
CHEBI:60240,divalent metal cation,A metal cation with a valence of two.,,Ion
CHEBI:60332,alpha-D-mannose 6-phosphate(2-),Dianion of α-<small>D</small>-mannose 6-phosphate; major species at pH 7.3.,,Metabolite
CHEBI:60344,ferroheme b(2-),Dicarboxylate anion of ferroheme <em>b</em>; major species at pH 7.3.,,Cofactor
CHEBI:60377,cytidine 5'-monophosphate(2-),A pyrimidine nucleoside 5'-monophosphate(2−) that results from the removal of two protons from the phosphate group of cytidine 5'-monophosphate; major species at pH 7.3.,,Metabolite
CHEBI:606564,prostaglandin E2(1-),The conjugate base of prostaglandin E<small><sub>2</sub></small>; major species at pH 7.3.,,Metabolite
CHEBI:60837,"2',3'-cyclic GMP(1-)","A 2',3'-cyclic nucleotide(1−) which is obtained from 2',3'-cyclic GMP by removal of a proton from the cyclic phosphate group.",,Metabolite
CHEBI:61085,3-sulfino-L-alanine(1-),"An α-amino-acid anion that is the conjugate base of 3-sulfino-<small>L</small>-alanine, arising from deprotonation of the sulfino and carboxy groups and protonation of the amino group; major species at pH 7.3.",,Metabolite
CHEBI:61404,dATP(4-),"A 2'-deoxyribonucleoside 5'-triphosphate(4−) that is the tetraanion of 2'-deoxyadenosine 5'-triphosphate (dATP), arising from deprotonation of the four triphosphate OH groups; major species at pH 7.3.",,Cofactor
CHEBI:61405,trans-tetradec-2-enoyl-CoA(4-),An acyl-CoA oxoanion arising from deprotonation of the phosphate and diphosphate OH groups of <i>trans</i>-tetradec-2-enoyl-CoA; major species at pH 7.3.,,Metabolite
CHEBI:61406,trans-dec-2-enoyl-CoA(4-),An acyl-CoA oxoanion arising from deprotonation of the phosphate and diphosphate OH groups of <i>trans</i>-dec-2-enoyl-CoA; major species at pH 7.3.,,Metabolite
CHEBI:61429,dGTP(4-),"A 2'-deoxyribonucleoside 5'-triphosphate(4−) that is the tetraanion of 2'-deoxyguanosine 5'-triphosphate (dGTP), arising from deprotonation of the four triphosphate OH groups; major species at pH 7.3.",,Cofactor
CHEBI:61430,decanoyl-CoA(4-),An acyl-CoA(4−) species arising from deprotonation of the phosphate and diphosphate OH groups of decanoyl-CoA.,,Metabolite
CHEBI:61481,dCTP(4-),A 2'-deoxyribonucleoside 5'-triphosphate(4−) arising from deprotonation of the triphosphate OH groups of 2'-deoxycytidine 5'-triphosphate (dCTP); major species at pH 7.3.,,Metabolite
CHEBI:61526,(E)-hexadec-2-enoyl-CoA(4-),A hexadecenoyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (<i>E</i>)-hexadec-2-enoyl-CoA; major species at pH 7.3.,,Metabolite
CHEBI:61540,palmitoleoyl-CoA(4-),A hexadecenoyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of palmitoleyl-CoA.,,Metabolite
CHEBI:61548,D-glucopyranose 6-phosphate(2-),An organophosphate oxoanion resulting from deprotonation of the phosphate OH groups of <small>D</small>-glucopyranose 6-phosphate; major species at pH 7.3.,,Metabolite
CHEBI:61557,nucleoside 5'-triphoshate(4-),A ribonucleoside triphosphate oxoanion arising from global deprotonation of the  triphosphate groups of any nucleoside triphosphate; major species at pH 7.3.,,Metabolite
CHEBI:61560,2'-deoxyribonucleoside 5'-triphosphate(4-),A 2'-deoxyribonucleoside triphosphate oxoanion being the tetraanion formed by global deprotonation of the triphosphate group.,,Metabolite
CHEBI:61694,L-cysteinylglycine zwitterion,The zwitterion of <small>L</small>-cysteinylglycine resulting from the transfer of a proton from the hydroxy group of glycine to the amino group of cysteine. Major microspecies at pH 7.3.,,Neurotransmitter
CHEBI:61930,N(6)-acetyl-L-lysine residue,An α-amino-acid residue derived from <em>N</em><small><sup>6</small></sup>-acetyl-<small>L</small>-lysine.,,Metabolite
CHEBI:61963,3-disulfanyl-L-alanine residue,An α-amino-acid residue derived from 3-disulfanyl-<small>L</small>-alanine.,,Metabolite
CHEBI:61976,"N(6),N(6)-dimethyl-L-lysine(1+) residue","An α-amino-acid residue cation derived from <em>N</em><small><sup>6</small></sup>,<em>N</em><small><sup>6</small></sup>-dimethyl-<small>L</small>-lysine(1+).",,Metabolite
CHEBI:61977,O-phosphonato-L-threonine(2-) residue,An α-amino-acid residue anion derived from <em>O</em>-phosphonato-<small>L</small>-threonine(2−).,,Metabolite
CHEBI:61978,O(4)-phosphonato-L-tyrosine(2-) residue,An α-amino-acid residue anion obtained by deprotonation of the phosphate OH groups of <em>O</em><small><sup>4</small></sup>-phospho-<small>L</small>-tyrosine residue; major speices at pH 7.3.,,Metabolite
CHEBI:62077,trans-hex-2-enoyl-CoA(4-),An acyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of <i>trans</i>-hex-2-enoyl-CoA; major species at pH 7.3.,,Metabolite
CHEBI:62226,L-selenocystathionine zwitterion,An amino acid zwitterion arising from transfer of two protons from the carboxy to the amino groups of <small>L</small>-selenocystathionine; major species at pH 7.3.,,Ion
CHEBI:62242,trans-oct-2-enoyl-CoA(4-),"A <i>trans</i>-2,3-didehydroacyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of <i>trans</i>-oct-2-enoyl-CoA; major species at pH 7.3.",,Metabolite
CHEBI:62613,(S)-3-hydroxypalmitoyl-CoA(4-),An acyl-CoA oxoanion arising from deprotonation of the phosphate and diphosphate OH groups of (<i>S</i>)-3-hydroxypalmitoyl-CoA; principal microspecies at pH 7.3.,,Metabolite
CHEBI:62617,(S)-3-hydroxyoctanoyl-CoA(4-),An (<i>S</i>)-3-hydroxyacyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of (<i>S</i>)-3-hydroxyoctanoyl-CoA; major species at pH 7.3.,,Metabolite
CHEBI:62619,3-oxooctanoyl-CoA(4-),An acyl-CoA(4−) oxoanion arising from deprotonation of the phosphate and diphosphate OH groups of 3-oxooctanoyl-CoA; major species at pH 7.3.,,Metabolite
CHEBI:62620,hexanoyl-CoA(4-),An acyl-CoA(4−) oxoanion arising from deprotonation of the phosphate and diphosphate OH groups of hexanoyl-CoA; major species at pH 7.3.,,Metabolite
CHEBI:63410,all-trans-retinyl ester,A retintinyl ester in which all double bonds of the retinyl side-chain have <i>trans</i>-configuration.,,Metabolite
CHEBI:63727,cis-4-hydroxy-L-proline zwitterion,An amino acid zwitterion arising from transfer of a proton from the carboxy to the amino group <i>cis</i>-4-hydroxy-<small>L</small>-proline; major species at pH 7.3.,,Ion
CHEBI:63867,N-(hexanoyl)sphing-4-enine,An <em>N</em>-acylsphingosine consisting of sphing-4-enine bearing a hexanoyl group on nitrogen.,,Metabolite
CHEBI:64124,phytosphingosine(1+),"A cationic sphingoid that is the conjugate acid of phytosphingosine, obtained by protonation of the primary amino function; major species at pH 7.3.",,Metabolite
CHEBI:64294,7-ketocholesterol,A cholestanoid that consists of cholesterol bearing an oxo substituent at position 7.,,Metabolite
CHEBI:64379,1-acyl-sn-glycero-3-phosphoserine(1-),"A singly-charged anionic phospholipid that is the conjugate base of 1-acyl-<em>sn</em>-glycero-3-phosphoserine, in which the carboxy and phosphate groups are anionic and the amino group is cationic; major species at pH 7.3.",,Metabolite
CHEBI:64381,1-acyl-sn-glycero-3-phosphoethanolamine zwitterion,A zwitterion obtained by transfer of a proton from the amino to the phosphate group of a 1-acyl-<em>sn</em>-glycero-3-phosphoethanolamine.,,Ion
CHEBI:64428,H group,An inorganic group that is the substituent group from molecular hydrogen.,,Metabolite
CHEBI:64489,1-myristoyl-sn-glycero-3-phosphocholine,A lysophosphatidylcholine 14:0 in which the acyl group specified is myristoyl. The major species at pH 7.3.,,Metabolite
CHEBI:64496,lysophosphatidylcholine O-16:0/0:0,A lysophosphatidylcholine O-16:0e in which the hexadecyl group at C-1 contains 16 carbons of which none are unsaturated.,,Metabolite
CHEBI:64563,lysophosphatidylcholine 16:0,A lysophosphatidylcholine in which the acyl group has a fully saturated C<small><sub>16</sub></small> chain and is attached to the glycero moiety at either position 1 or 2.,,Metabolite
CHEBI:64612,"1,2-diacyl-sn-glycero-3-phosphoethanolamine zwitterion",An optically active phosphatidylethanolamine zwitterion having <i>R</i>-configuration,,Ion
CHEBI:64683,1-acyl-sn-glycerol,A 1-monoglyceride in which the glycerol moiety has <em>sn</em> stereochemistry.,,Metabolite
CHEBI:64718,L-alaniniumyl group,"The organic cationic group formed from <small>L</small>-alaninium; the major structure at pH 7.3 of the <small>L</small>-alanyl group, formed by protonation of the α-amino group.",,Metabolite
CHEBI:64722,L-glutaminiumyl group,"The organic cationic group formed from <small>L</small>-glutaminium; the major structure at pH 7.3 of the <small>L</small>-glutaminyl group, formed by protonation of the α-amino group.",,Metabolite
CHEBI:64723,glyciniumyl group,"The organic cationic group formed from glycinium; the major structure at pH 7.3 of the glycyl group, formed by protonation of the amino group.",,Metabolite
CHEBI:64738,L-seriniumyl group,"The organic cationic group formed from <small>L</small>-serinium; the major structure at pH 7.3 of the <small>L</small>-seryl group, formed by protonation of the α-amino group.",,Metabolite
CHEBI:64739,L-threoniniumyl group,"The organic cationic group formed from <small>L</small>-threoninium; the major structure at pH 7.3 of the <small>L</small>-threonyl group, formed by protonation of the α-amino group.",,Metabolite
CHEBI:64741,L-valiniumyl group,"The organic cationic group formed from <small>L</small>-valinium; the major structure at pH 7.3 of the <small>L</small>-valyl group, formed by protonation of the α-amino group.",,Metabolite
CHEBI:64765,sn-glycero-3-phosphoserine(1-),A glycerol 1-phosphoserine(1−) in which the glycero portion has <i>R</i>-configuration and the serine moiety has <small>L</small>-configuration.,,Metabolite
CHEBI:64795,phytosphingosine 1-phosphate(1-),An anionic phospholipid obtained by deprotonation of the phosphate OH groups and protonation of the amino group of phytosphingosine 1-phosphate; major species at pH 7.3.,,Metabolite
CHEBI:64839,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphate(2-),An anionic phospholipid obtained by deprotonation of the phosphate OH groups of 1-palmitoyl-2-oleoyl-<em>sn</em>-glycero-3-phosphate; major species at pH 7.3.,,Metabolite
CHEBI:64868,hexacosanoyl-CoA(4-),A saturated fatty acyl-CoA(4−) oxoanion arising from deprotonation of the phosphate and diphosphate OH groups of hexacosanoyl-CoA; the major species at pH 7.3.,,Metabolite
CHEBI:65052,tetracosanoyl-CoA(4-),A saturated fatty acyl-CoA(4−) oxoanion arising from deprotonation of the phosphate and diphosphate OH groups of tetracosanoyl-CoA. The major species at pH 7.3.,,Metabolite
CHEBI:65059,docosanoyl-CoA(4-),A saturated fatty acyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of docosanoyl-CoA (behenoyl-CoA); major species at pH 7.3.,,Metabolite
CHEBI:65073,C20 3-dehydrosphinganine(1+),"A cationic sphingoid that is the conjugate acid of C<small><sub>20</sub></small> 3-dehydrosphinganine, obtained by protonation of the primary amino function; major species at pH 7.3.",,Metabolite
CHEBI:65211,"1,2-dilauroyl-sn-glycero-3-phosphocholine",A phosphatidylcholine 24:0 in which the acyl groups at positions 1 and 2 are specified as lauroyl (dodecanoyl).,,Metabolite
CHEBI:65250,L-cysteiniumyl group,"The organic cationic group formed from <small>L</small>-cysteinium; the major structure at pH 7.3 of the <small>L</small>-cystyl group, formed by protonation of the α-amino group.",,Metabolite
CHEBI:65280,N(omega)-methyl-argininium(1+) residue,An α-amino-acid residue cation residue derived from <em>N</em><small><sup>ω</small></sup>-methyl-arginine.,,Metabolite
CHEBI:65286,L-tyrosine-O-sulfate(1-) residue,An α-amino-acid residue anion obtained by removal of a proton form the sulfate group of <small>L</small>-tyrosine-<em>O</em>-sulfate residue.,,Metabolite
CHEBI:65296,primary ammonium ion,An ammonium ion derivative resulting from the protonation of the nitrogen atom of a primary amino compound. Major species at pH 7.3.,,Ion
CHEBI:65341,5-HETE(1-),"An unsaturated fatty acid anion that is the conjugate base of 5-hydroxy-6<i>E</i>,8<i>Z</i>,11<i>Z</i>,14<i>Z</i>-icosatetraenoic acid, obtained by deprotonation of the carboxy group.",,Metabolite
CHEBI:66914,UDP-alpha-D-galactose(2-),A UDP-<small>D</small>-galactose(2−) in which the anomeric centre of the galactose moiety has α-configuration.,,Metabolite
CHEBI:66954,"2',3'-cyclic nucleotide(1-)","An organophosphate oxoanion obtained by deprotonation of the phosphate OH group of any 2',3'-cyclic nucleotide.",,Metabolite
CHEBI:67021,N-docosanoylsphinganine,A dihydroceramide in which the ceramide <em>N</em>-acyl group is specified as docosanoyl (behenoyl).,,Metabolite
